protocolo;nomeEmpresa;modalidade;tpNavegacao;situacao;ultimaAlteracaoPor;fase;regular;dtInicio;dtSolicitacao;dtConfirmacao;dtFechamento;J
201504940;SULNORTE SERVIÇOS MARÍTIMOS LTDA.;TEMPO (EXPEDITO);APOIO PORTUÁRIO;REGISTRO ENCERRADO;AUGUSTO BERTON VEDAN;REGISTRO;NÃO;9/8/2015;11/8/2015;9/8/2015;9/8/2015;54910
201504941;SULNORTE SERVIÇOS MARÍTIMOS LTDA.;TEMPO (EXPEDITO);APOIO PORTUÁRIO;REGISTRO ENCERRADO;AUGUSTO BERTON VEDAN;REGISTRO;NÃO;10/8/2015;11/8/2015;10/8/2015;10/8/2015;54911
201504942;SAVEIROS, CAMUYRANO - SERVIÇOS MARÍTIMOS S/A;TEMPO (EXPEDITO);APOIO PORTUÁRIO;REGISTRO ENCERRADO;AUGUSTO BERTON VEDAN;REGISTRO;NÃO;7/8/2015;12/8/2015;7/8/2015;7/8/2015;54912
201504943;SAVEIROS, CAMUYRANO - SERVIÇOS MARÍTIMOS S/A;TEMPO (EXPEDITO);APOIO PORTUÁRIO;REGISTRO ENCERRADO;AUGUSTO BERTON VEDAN;REGISTRO;NÃO;7/8/2015;12/8/2015;7/8/2015;7/8/2015;54913
201504944;SAVEIROS, CAMUYRANO - SERVIÇOS MARÍTIMOS S/A;TEMPO (EXPEDITO);APOIO PORTUÁRIO;REGISTRO ENCERRADO;AUGUSTO BERTON VEDAN;REGISTRO;NÃO;7/8/2015;12/8/2015;7/8/2015;7/8/2015;54914
201504945;SAVEIROS, CAMUYRANO - SERVIÇOS MARÍTIMOS S/A;TEMPO (EXPEDITO);APOIO PORTUÁRIO;REGISTRO ENCERRADO;AUGUSTO BERTON VEDAN;REGISTRO;NÃO;7/8/2015;12/8/2015;7/8/2015;7/8/2015;54915
201504946;SAVEIROS, CAMUYRANO - SERVIÇOS MARÍTIMOS S/A;TEMPO (EXPEDITO);APOIO PORTUÁRIO;REGISTRO ENCERRADO;AUGUSTO BERTON VEDAN;REGISTRO;NÃO;7/8/2015;12/8/2015;7/8/2015;7/8/2015;54916
201504947;SAVEIROS, CAMUYRANO - SERVIÇOS MARÍTIMOS S/A;TEMPO (EXPEDITO);APOIO PORTUÁRIO;REGISTRO ENCERRADO;AUGUSTO BERTON VEDAN;REGISTRO;NÃO;7/8/2015;12/8/2015;7/8/2015;7/8/2015;54917
201504948;SOBRARE SERVEMAR LTDA;TEMPO (EXPEDITO);APOIO PORTUÁRIO;REGISTRO ENCERRADO;AUGUSTO BERTON VEDAN;REGISTRO;NÃO;7/8/2015;12/8/2015;7/8/2015;7/8/2015;54918
201504949;ALIANÇA NAVEGAÇÃO E LOGÍSTICA LTDA.;ESPAÇO;CABOTAGEM;AFRETAMENTO FECHADO E LIBERADO;ILSE COTING;FECHAMENTO;NÃO;18/8/2015 a 22/8/2015;12/8/2015;18/8/2015;21/8/2015;54919
201504950;ALIANÇA NAVEGAÇÃO E LOGÍSTICA LTDA.;ESPAÇO;CABOTAGEM;AFRETAMENTO FECHADO E LIBERADO;ILSE COTING;FECHAMENTO;NÃO;18/8/2015 a 22/8/2015;12/8/2015;18/8/2015;21/8/2015;54920
201504951;ALIANÇA NAVEGAÇÃO E LOGÍSTICA LTDA.;ESPAÇO;CABOTAGEM;AFRETAMENTO FECHADO E LIBERADO;ILSE COTING;FECHAMENTO;NÃO;18/8/2015 a 22/8/2015;12/8/2015;18/8/2015;21/8/2015;54921
201504952;ALIANÇA NAVEGAÇÃO E LOGÍSTICA LTDA.;ESPAÇO;CABOTAGEM;AFRETAMENTO FECHADO E LIBERADO;ILSE COTING;FECHAMENTO;NÃO;18/8/2015 a 22/8/2015;12/8/2015;19/8/2015;20/8/2015;54922
201504953;ALIANÇA NAVEGAÇÃO E LOGÍSTICA LTDA.;ESPAÇO;CABOTAGEM;AFRETAMENTO FECHADO E LIBERADO;ILSE COTING;FECHAMENTO;NÃO;18/8/2015 a 22/8/2015;12/8/2015;19/8/2015;20/8/2015;54923
201504954;ALIANÇA NAVEGAÇÃO E LOGÍSTICA LTDA.;ESPAÇO;CABOTAGEM;AFRETAMENTO FECHADO E LIBERADO;ILSE COTING;FECHAMENTO;NÃO;18/8/2015 a 22/8/2015;12/8/2015;19/8/2015;20/8/2015;54924
201504955;ALIANÇA NAVEGAÇÃO E LOGÍSTICA LTDA.;ESPAÇO;CABOTAGEM;AFRETAMENTO CANCELADO;RÔMULO CASTELO BRANCO GOMES DE ARAUJO;CIRCULARIZAÇÃO;NÃO;18/8/2015 a 22/8/2015;12/8/2015;;;54925
201504956;POSIDONIA SERVIÇOS MARÍTIMOS LTDA;TEMPO;CABOTAGEM;AFRETAMENTO CANCELADO;RÔMULO CASTELO BRANCO GOMES DE ARAUJO;CIRCULARIZAÇÃO;NÃO;18/8/2015 a 22/8/2015;;;;54926
201504957;ALIANÇA NAVEGAÇÃO E LOGÍSTICA LTDA.;ESPAÇO;LONGO CURSO;AGUARDANDO ANÁLISE DE ENCERRAMENTO DO REGISTRO;THAÍS BARBIEIRO DE MELO;REGISTRO;NÃO;5/8/2015;12/8/2015;5/8/2015;17/9/2015;54927
201504958;POSIDONIA SERVIÇOS MARÍTIMOS LTDA;TEMPO;CABOTAGEM;AFRETAMENTO CANCELADO;RÔMULO CASTELO BRANCO GOMES DE ARAUJO;CIRCULARIZAÇÃO;NÃO;18/8/2015 a 22/8/2015;;;;54928
201504959;ALIANÇA NAVEGAÇÃO E LOGÍSTICA LTDA.;ESPAÇO;CABOTAGEM;AFRETAMENTO FECHADO E LIBERADO;ILSE COTING;FECHAMENTO;NÃO;18/8/2015 a 22/8/2015;13/8/2015;18/8/2015;21/8/2015;54929
201504960;LYRA NAVEGAÇÃO MARÍTIMA LTDA;TEMPO (ÚNICA VIAGEM);CABOTAGEM;AFRETAMENTO FECHADO E LIBERADO;ANDREIA LEANDRO;FECHAMENTO;NÃO;20/8/2015 a 28/8/2015;17/8/2015;23/8/2015;13/9/2015;54930
201504961;ALIANÇA NAVEGAÇÃO E LOGÍSTICA LTDA.;ESPAÇO;LONGO CURSO;REGISTRO ENCERRADO;FELIPE PUGIAN JARDIM;REGISTRO;NÃO;3/8/2015;12/8/2015;3/8/2015;27/8/2015;54931
201504962;ALIANÇA NAVEGAÇÃO E LOGÍSTICA LTDA.;TEMPO;LONGO CURSO;AGUARDANDO ENCERRAMENTO DO REGISTRO;RÔMULO CASTELO BRANCO GOMES DE ARAUJO;REGISTRO;NÃO;12/8/2015;12/8/2015;12/8/2015;11/8/2016;54932
201504963;PETRÓLEO BRASILEIRO S.A - PETROBRAS;VIAGEM;LONGO CURSO;DISPONÍVEL PARA FECHAMENTO;RÔMULO CASTELO BRANCO GOMES DE ARAUJO;CONFIRMAÇÃO;NÃO;30/8/2015 a 3/9/2015;13/8/2015;1/9/2015;;54933
201504964;MERCOSUL LINE NAVEGAÇÃO E LOGÍSTICA LTDA;ESPAÇO;LONGO CURSO;AFRETAMENTO CANCELADO;RÔMULO CASTELO BRANCO GOMES DE ARAUJO;CIRCULARIZAÇÃO;NÃO;3/9/2015 a 7/9/2015;;;;54934
201504965;PETRÓLEO BRASILEIRO S.A - PETROBRAS;VIAGEM;CABOTAGEM;DISPONÍVEL PARA CONFIRMAÇÃO;RÔMULO CASTELO BRANCO GOMES DE ARAUJO;SOLICITAÇÃO;NÃO;19/8/2015 a 23/8/2015;14/8/2015;;;54935
201504966;SULNORTE SERVIÇOS MARÍTIMOS LTDA.;TEMPO (EXPEDITO);APOIO PORTUÁRIO;REGISTRO ENCERRADO;AUGUSTO BERTON VEDAN;REGISTRO;NÃO;28/7/2015;12/8/2015;28/7/2015;28/7/2015;54936
201504967;NORSULCARGO NAVEGAÇÃO S/A;TEMPO (ÚNICA VIAGEM);CABOTAGEM;AFRETAMENTO CANCELADO;LUIS ROBERTO DA SILVA CARVALHO;CIRCULARIZAÇÃO;NÃO;25/8/2015 a 29/8/2015;;;;54937
201504968;SULNORTE SERVIÇOS MARÍTIMOS LTDA.;TEMPO (EXPEDITO);APOIO PORTUÁRIO;REGISTRO ENCERRADO;AUGUSTO BERTON VEDAN;REGISTRO;NÃO;30/7/2015;12/8/2015;30/7/2015;30/7/2015;54938
201504969;SULNORTE SERVIÇOS MARÍTIMOS LTDA.;TEMPO (EXPEDITO);APOIO PORTUÁRIO;REGISTRO ENCERRADO;AUGUSTO BERTON VEDAN;REGISTRO;NÃO;31/7/2015;12/8/2015;31/7/2015;31/7/2015;54939
201504970;ALIANÇA NAVEGAÇÃO E LOGÍSTICA LTDA.;ESPAÇO;CABOTAGEM;AFRETAMENTO FECHADO E LIBERADO;ILSE COTING;FECHAMENTO;NÃO;18/8/2015 a 22/8/2015;13/8/2015;18/8/2015;21/8/2015;54940
201504971;ALIANÇA NAVEGAÇÃO E LOGÍSTICA LTDA.;ESPAÇO;CABOTAGEM;AFRETAMENTO FECHADO E LIBERADO;ILSE COTING;FECHAMENTO;NÃO;18/8/2015 a 22/8/2015;13/8/2015;18/8/2015;21/8/2015;54941
201504972;SULNORTE SERVIÇOS MARÍTIMOS LTDA.;TEMPO (EXPEDITO);APOIO PORTUÁRIO;REGISTRO ENCERRADO;AUGUSTO BERTON VEDAN;REGISTRO;NÃO;7/8/2015;12/8/2015;7/8/2015;7/8/2015;54942
201504973;SULNORTE SERVIÇOS MARÍTIMOS LTDA.;TEMPO (EXPEDITO);APOIO PORTUÁRIO;REGISTRO ENCERRADO;AUGUSTO BERTON VEDAN;REGISTRO;NÃO;8/8/2015;12/8/2015;8/8/2015;8/8/2015;54943
201504974;SULNORTE SERVIÇOS MARÍTIMOS LTDA.;TEMPO (EXPEDITO);APOIO PORTUÁRIO;REGISTRO ENCERRADO;AUGUSTO BERTON VEDAN;REGISTRO;NÃO;2/8/2015;12/8/2015;2/8/2015;2/8/2015;54944
201504975;POSIDONIA SERVIÇOS MARÍTIMOS LTDA;ESPAÇO;LONGO CURSO;AGUARDANDO APROVAÇÃO DE CERTIFICADO;CAROLINA DIAS DA CUNHA;CONFIRMAÇÃO;NÃO;18/8/2015 a 22/8/2015;13/8/2015;18/8/2015;;54945
201504976;POSIDONIA SERVIÇOS MARÍTIMOS LTDA;ESPAÇO;LONGO CURSO;AGUARDANDO APROVAÇÃO DE CERTIFICADO;CAROLINA DIAS DA CUNHA;CONFIRMAÇÃO;NÃO;18/8/2015 a 22/8/2015;13/8/2015;20/8/2015;;54946
201504977;ALIANÇA NAVEGAÇÃO E LOGÍSTICA LTDA.;ESPAÇO;LONGO CURSO;REGISTRO ENCERRADO;FELIPE PUGIAN JARDIM;REGISTRO;NÃO;4/8/2015;12/8/2015;4/8/2015;1/9/2015;54947
201504978;SAVEIROS, CAMUYRANO - SERVIÇOS MARÍTIMOS S/A;TEMPO (EXPEDITO);APOIO PORTUÁRIO;REGISTRO ENCERRADO;AUGUSTO BERTON VEDAN;REGISTRO;NÃO;8/8/2015;13/8/2015;8/8/2015;8/8/2015;54948
201504979;SAVEIROS, CAMUYRANO - SERVIÇOS MARÍTIMOS S/A;TEMPO (EXPEDITO);APOIO PORTUÁRIO;REGISTRO ENCERRADO;AUGUSTO BERTON VEDAN;REGISTRO;NÃO;8/8/2015;13/8/2015;8/8/2015;8/8/2015;54949
201504980;SAVEIROS, CAMUYRANO - SERVIÇOS MARÍTIMOS S/A;TEMPO (EXPEDITO);APOIO PORTUÁRIO;REGISTRO ENCERRADO;AUGUSTO BERTON VEDAN;REGISTRO;NÃO;8/8/2015;13/8/2015;8/8/2015;8/8/2015;54950
201504981;SAVEIROS, CAMUYRANO - SERVIÇOS MARÍTIMOS S/A;TEMPO (EXPEDITO);APOIO PORTUÁRIO;REGISTRO ENCERRADO;AUGUSTO BERTON VEDAN;REGISTRO;NÃO;8/8/2015;13/8/2015;8/8/2015;8/8/2015;54951
201504982;SAVEIROS, CAMUYRANO - SERVIÇOS MARÍTIMOS S/A;TEMPO (EXPEDITO);APOIO PORTUÁRIO;REGISTRO ENCERRADO;AUGUSTO BERTON VEDAN;REGISTRO;NÃO;8/8/2015;13/8/2015;8/8/2015;8/8/2015;54952
201504983;SAVEIROS, CAMUYRANO - SERVIÇOS MARÍTIMOS S/A;TEMPO (EXPEDITO);APOIO PORTUÁRIO;REGISTRO ENCERRADO;AUGUSTO BERTON VEDAN;REGISTRO;NÃO;8/8/2015;13/8/2015;8/8/2015;8/8/2015;54953
201504984;SAVEIROS, CAMUYRANO - SERVIÇOS MARÍTIMOS S/A;TEMPO (EXPEDITO);APOIO PORTUÁRIO;REGISTRO ENCERRADO;AUGUSTO BERTON VEDAN;REGISTRO;NÃO;8/8/2015;13/8/2015;8/8/2015;8/8/2015;54954
201504985;SAVEIROS, CAMUYRANO - SERVIÇOS MARÍTIMOS S/A;TEMPO (EXPEDITO);APOIO PORTUÁRIO;REGISTRO ENCERRADO;AUGUSTO BERTON VEDAN;REGISTRO;NÃO;9/8/2015;13/8/2015;9/8/2015;9/8/2015;54955
201504986;SAVEIROS, CAMUYRANO - SERVIÇOS MARÍTIMOS S/A;TEMPO (EXPEDITO);APOIO PORTUÁRIO;REGISTRO ENCERRADO;AUGUSTO BERTON VEDAN;REGISTRO;NÃO;9/8/2015;13/8/2015;9/8/2015;9/8/2015;54956
201504987;SAVEIROS, CAMUYRANO - SERVIÇOS MARÍTIMOS S/A;TEMPO (EXPEDITO);APOIO PORTUÁRIO;REGISTRO ENCERRADO;AUGUSTO BERTON VEDAN;REGISTRO;NÃO;9/8/2015;13/8/2015;9/8/2015;9/8/2015;54957
201504988;SAVEIROS, CAMUYRANO - SERVIÇOS MARÍTIMOS S/A;TEMPO (EXPEDITO);APOIO PORTUÁRIO;REGISTRO ENCERRADO;AUGUSTO BERTON VEDAN;REGISTRO;NÃO;9/8/2015;13/8/2015;9/8/2015;9/8/2015;54958
201504989;SOBRARE SERVEMAR LTDA;TEMPO (EXPEDITO);APOIO PORTUÁRIO;REGISTRO ENCERRADO;AUGUSTO BERTON VEDAN;REGISTRO;NÃO;8/8/2015;13/8/2015;8/8/2015;8/8/2015;54959
201504990;SOBRARE SERVEMAR LTDA;TEMPO (EXPEDITO);APOIO PORTUÁRIO;REGISTRO ENCERRADO;AUGUSTO BERTON VEDAN;REGISTRO;NÃO;9/8/2015;13/8/2015;9/8/2015;9/8/2015;54960
201504991;PETRÓLEO BRASILEIRO S.A - PETROBRAS;TEMPO;CABOTAGEM;DISPONÍVEL PARA SOLICITAÇÃO;NÃO INFORMADO;CIRCULARIZAÇÃO;NÃO;7/10/2015 a 11/10/2015;;;;54961
201504992;PETRÓLEO BRASILEIRO S.A - PETROBRAS;TEMPO;LONGO CURSO;DISPONÍVEL PARA SOLICITAÇÃO;NÃO INFORMADO;CIRCULARIZAÇÃO;NÃO;7/10/2015 a 11/10/2015;;;;54962
201504993;PETRÓLEO BRASILEIRO S.A - PETROBRAS;TEMPO;APOIO MARÍTIMO;CIRCULARIZAÇÃO EM NEGOCIAÇÃO (AGUARDANDO INTERVENÇÃO ANTAQ);GÉSSICA KNUPP CIDRO;CIRCULARIZAÇÃO;NÃO;12/10/2015 a 31/12/2015;;;;54963
201504994;PETRÓLEO BRASILEIRO S.A - PETROBRAS;TEMPO;CABOTAGEM;AFRETAMENTO CANCELADO;LUIS ROBERTO DA SILVA CARVALHO;CIRCULARIZAÇÃO;NÃO;18/8/2015 a 22/8/2015;;;;54964
201504995;ALIANÇA NAVEGAÇÃO E LOGÍSTICA LTDA.;ESPAÇO;LONGO CURSO;REGISTRO ENCERRADO;FELIPE PUGIAN JARDIM;REGISTRO;NÃO;11/8/2015;13/8/2015;11/8/2015;8/9/2015;54965
201504996;PETRÓLEO BRASILEIRO S.A - PETROBRAS;TEMPO;APOIO MARÍTIMO;CIRCULARIZAÇÃO EM NEGOCIAÇÃO (AGUARDANDO INTERVENÇÃO ANTAQ);GÉSSICA KNUPP CIDRO;CIRCULARIZAÇÃO;NÃO;12/10/2015 a 31/12/2015;;;;54966
201504997;PETRÓLEO BRASILEIRO S.A - PETROBRAS;TEMPO;LONGO CURSO;AFRETAMENTO CANCELADO;LUIS ROBERTO DA SILVA CARVALHO;CIRCULARIZAÇÃO;NÃO;18/8/2015 a 22/8/2015;;;;54967
201504998;ALIANÇA NAVEGAÇÃO E LOGÍSTICA LTDA.;ESPAÇO;CABOTAGEM;AFRETAMENTO CANCELADO;RÔMULO CASTELO BRANCO GOMES DE ARAUJO;CIRCULARIZAÇÃO;NÃO;19/8/2015 a 23/8/2015;14/8/2015;;;54968
201504999;ALIANÇA NAVEGAÇÃO E LOGÍSTICA LTDA.;ESPAÇO;LONGO CURSO;REGISTRO ENCERRADO;FELIPE PUGIAN JARDIM;REGISTRO;NÃO;5/8/2015;13/8/2015;5/8/2015;1/9/2015;54969
201505000;PETRÓLEO BRASILEIRO S.A - PETROBRAS;TEMPO;CABOTAGEM;DISPONÍVEL PARA FECHAMENTO;RÔMULO CASTELO BRANCO GOMES DE ARAUJO;CONFIRMAÇÃO;NÃO;18/8/2015 a 22/8/2015;14/8/2015;18/8/2015;;54970
201505001;SULNORTE SERVIÇOS MARÍTIMOS LTDA.;TEMPO (EXPEDITO);APOIO PORTUÁRIO;REGISTRO ENCERRADO;AUGUSTO BERTON VEDAN;REGISTRO;NÃO;1/8/2015;13/8/2015;1/8/2015;1/8/2015;54971
201505002;SULNORTE SERVIÇOS MARÍTIMOS LTDA.;TEMPO (EXPEDITO);APOIO PORTUÁRIO;REGISTRO ENCERRADO;AUGUSTO BERTON VEDAN;REGISTRO;NÃO;2/8/2015;13/8/2015;2/8/2015;2/8/2015;54972
201505003;FLUMAR TRANSPORTES DE QUIMICOS E GASES LTDA;ESPAÇO;CABOTAGEM;AFRETAMENTO FECHADO E LIBERADO;INGRID LAZZARIN;FECHAMENTO;NÃO;19/8/2015 a 23/8/2015;14/8/2015;19/8/2015;31/8/2015;54973
201505004;MERCOSUL LINE NAVEGAÇÃO E LOGÍSTICA LTDA;ESPAÇO;LONGO CURSO;AFRETAMENTO FECHADO E LIBERADO;PAULO RICARDO CRISTIANO DA SILVA;FECHAMENTO;NÃO;23/8/2015 a 27/8/2015;14/8/2015;25/8/2015;28/8/2015;54974
201505005;PETRÓLEO BRASILEIRO S.A - PETROBRAS;TEMPO;LONGO CURSO;DISPONÍVEL PARA FECHAMENTO;RÔMULO CASTELO BRANCO GOMES DE ARAUJO;CONFIRMAÇÃO;NÃO;18/8/2015 a 22/8/2015;14/8/2015;18/8/2015;;54975
201505006;PETRÓLEO BRASILEIRO S.A - PETROBRAS;VIAGEM;LONGO CURSO;AFRETAMENTO FECHADO E LIBERADO;ERICO GONCALVES FREITAS;FECHAMENTO;NÃO;20/8/2015 a 24/8/2015;18/8/2015;24/8/2015;10/9/2015;54976
201505007;SULNORTE SERVIÇOS MARÍTIMOS LTDA.;TEMPO (EXPEDITO);APOIO PORTUÁRIO;REGISTRO ENCERRADO;AUGUSTO BERTON VEDAN;REGISTRO;NÃO;3/8/2015;13/8/2015;3/8/2015;3/8/2015;54977
201505008;MERCOSUL LINE NAVEGAÇÃO E LOGÍSTICA LTDA;ESPAÇO;CABOTAGEM;AFRETAMENTO CANCELADO;LUIS ROBERTO DA SILVA CARVALHO;CIRCULARIZAÇÃO;NÃO;24/8/2015 a 28/8/2015;14/8/2015;;;54978
201505009;ALIANÇA NAVEGAÇÃO E LOGÍSTICA LTDA.;ESPAÇO;CABOTAGEM;AFRETAMENTO FECHADO E LIBERADO;ILSE COTING;FECHAMENTO;NÃO;19/8/2015 a 23/8/2015;14/8/2015;19/8/2015;26/8/2015;54979
201505010;ALIANÇA NAVEGAÇÃO E LOGÍSTICA LTDA.;ESPAÇO;CABOTAGEM;AFRETAMENTO FECHADO E LIBERADO;ILSE COTING;FECHAMENTO;NÃO;19/8/2015 a 23/8/2015;14/8/2015;19/8/2015;26/8/2015;54980
201505011;ALIANÇA NAVEGAÇÃO E LOGÍSTICA LTDA.;ESPAÇO;CABOTAGEM;AFRETAMENTO FECHADO E LIBERADO;ILSE COTING;FECHAMENTO;NÃO;19/8/2015 a 23/8/2015;14/8/2015;19/8/2015;26/8/2015;54981
201505012;MERCOSUL LINE NAVEGAÇÃO E LOGÍSTICA LTDA;ESPAÇO;CABOTAGEM;AFRETAMENTO FECHADO E LIBERADO;PAULO RICARDO CRISTIANO DA SILVA;FECHAMENTO;NÃO;24/8/2015 a 28/8/2015;14/8/2015;25/8/2015;28/8/2015;54982
201505013;ALIANÇA NAVEGAÇÃO E LOGÍSTICA LTDA.;ESPAÇO;CABOTAGEM;AFRETAMENTO FECHADO E LIBERADO;ILSE COTING;FECHAMENTO;NÃO;19/8/2015 a 23/8/2015;14/8/2015;19/8/2015;26/8/2015;54983
201505014;ALIANÇA NAVEGAÇÃO E LOGÍSTICA LTDA.;ESPAÇO;CABOTAGEM;AFRETAMENTO FECHADO E LIBERADO;ILSE COTING;FECHAMENTO;NÃO;19/8/2015 a 23/8/2015;14/8/2015;19/8/2015;26/8/2015;54984
201505015;MERCOSUL LINE NAVEGAÇÃO E LOGÍSTICA LTDA;ESPAÇO;LONGO CURSO;AFRETAMENTO FECHADO E LIBERADO;PAULO RICARDO CRISTIANO DA SILVA;FECHAMENTO;NÃO;21/8/2015 a 25/8/2015;14/8/2015;25/8/2015;30/8/2015;54985
201505016;SULNORTE SERVIÇOS MARÍTIMOS LTDA.;TEMPO (EXPEDITO);APOIO PORTUÁRIO;REGISTRO ENCERRADO;AUGUSTO BERTON VEDAN;REGISTRO;NÃO;31/7/2015;13/8/2015;31/7/2015;31/7/2015;54986
201505017;MERCOSUL LINE NAVEGAÇÃO E LOGÍSTICA LTDA;ESPAÇO;LONGO CURSO;AFRETAMENTO CANCELADO;LUIS ROBERTO DA SILVA CARVALHO;CIRCULARIZAÇÃO;NÃO;19/8/2015 a 23/8/2015;14/8/2015;;;54987
201505018;PETRÓLEO BRASILEIRO S.A - PETROBRAS;TEMPO;APOIO MARÍTIMO;CIRCULARIZAÇÃO EM NEGOCIAÇÃO (AGUARDANDO INTERVENÇÃO ANTAQ);GÉSSICA KNUPP CIDRO;CIRCULARIZAÇÃO;NÃO;12/10/2015 a 31/1/2016;;;;54988
201505019;SULNORTE SERVIÇOS MARÍTIMOS LTDA.;TEMPO (EXPEDITO);APOIO PORTUÁRIO;REGISTRO ENCERRADO;AUGUSTO BERTON VEDAN;REGISTRO;NÃO;4/8/2015;13/8/2015;4/8/2015;4/8/2015;54989
201505020;SULNORTE SERVIÇOS MARÍTIMOS LTDA.;TEMPO (EXPEDITO);APOIO PORTUÁRIO;REGISTRO ENCERRADO;AUGUSTO BERTON VEDAN;REGISTRO;NÃO;6/8/2015;13/8/2015;6/8/2015;6/8/2015;54990
201505021;SULNORTE SERVIÇOS MARÍTIMOS LTDA.;TEMPO (EXPEDITO);APOIO PORTUÁRIO;REGISTRO ENCERRADO;AUGUSTO BERTON VEDAN;REGISTRO;NÃO;1/8/2015;13/8/2015;1/8/2015;1/8/2015;54991
201505022;POSIDONIA SERVIÇOS MARÍTIMOS LTDA;ESPAÇO;LONGO CURSO;AFRETAMENTO CANCELADO;LUIS ROBERTO DA SILVA CARVALHO;CIRCULARIZAÇÃO;NÃO;20/8/2015 a 24/8/2015;14/8/2015;;;54992
201505023;POSIDONIA SERVIÇOS MARÍTIMOS LTDA;ESPAÇO;LONGO CURSO;AFRETAMENTO FECHADO E LIBERADO;SILVANA HELENA NAVARRO;FECHAMENTO;NÃO;20/8/2015 a 24/8/2015;14/8/2015;21/8/2015;28/8/2015;54993
201505024;POSIDONIA SERVIÇOS MARÍTIMOS LTDA;ESPAÇO;LONGO CURSO;AFRETAMENTO CANCELADO;LUIS ROBERTO DA SILVA CARVALHO;CIRCULARIZAÇÃO;NÃO;20/8/2015 a 24/8/2015;14/8/2015;;;54994
201505025;POSIDONIA SERVIÇOS MARÍTIMOS LTDA;ESPAÇO;LONGO CURSO;AFRETAMENTO CANCELADO;LUIS ROBERTO DA SILVA CARVALHO;CIRCULARIZAÇÃO;NÃO;20/8/2015 a 24/8/2015;14/8/2015;;;54995
201505026;SULNORTE SERVIÇOS MARÍTIMOS LTDA.;TEMPO (EXPEDITO);APOIO PORTUÁRIO;REGISTRO ENCERRADO;AUGUSTO BERTON VEDAN;REGISTRO;NÃO;1/8/2015;13/8/2015;1/8/2015;1/8/2015;54996
201505027;ALIANÇA NAVEGAÇÃO E LOGÍSTICA LTDA.;ESPAÇO;LONGO CURSO;REGISTRO ENCERRADO;FELIPE PUGIAN JARDIM;REGISTRO;NÃO;4/8/2015;13/8/2015;4/8/2015;9/9/2015;54997
201505028;SULNORTE SERVIÇOS MARÍTIMOS LTDA.;TEMPO (EXPEDITO);APOIO PORTUÁRIO;REGISTRO ENCERRADO;AUGUSTO BERTON VEDAN;REGISTRO;NÃO;3/8/2015;13/8/2015;3/8/2015;3/8/2015;54998
201505029;SULNORTE SERVIÇOS MARÍTIMOS LTDA.;TEMPO (EXPEDITO);APOIO PORTUÁRIO;REGISTRO ENCERRADO;AUGUSTO BERTON VEDAN;REGISTRO;NÃO;8/8/2015;13/8/2015;8/8/2015;8/8/2015;54999
201505030;ALIANÇA NAVEGAÇÃO E LOGÍSTICA LTDA.;ESPAÇO;CABOTAGEM;AFRETAMENTO FECHADO E LIBERADO;ILSE COTING;FECHAMENTO;NÃO;20/8/2015 a 24/8/2015;14/8/2015;20/8/2015;30/8/2015;55000
201505031;SULNORTE SERVIÇOS MARÍTIMOS LTDA.;TEMPO (EXPEDITO);APOIO PORTUÁRIO;REGISTRO ENCERRADO;AUGUSTO BERTON VEDAN;REGISTRO;NÃO;11/8/2015;13/8/2015;11/8/2015;11/8/2015;55001
201505032;SULNORTE SERVIÇOS MARÍTIMOS LTDA.;TEMPO (EXPEDITO);APOIO PORTUÁRIO;REGISTRO ENCERRADO;AUGUSTO BERTON VEDAN;REGISTRO;NÃO;12/8/2015;13/8/2015;12/8/2015;12/8/2015;55002
201505033;ACAMIN NAVEGAÇÃO E SERVIÇOS MARÍTIMOS LTDA.;TEMPO;APOIO MARÍTIMO;DISPONÍVEL PARA SOLICITAÇÃO;NÃO INFORMADO;CIRCULARIZAÇÃO;NÃO;12/10/2015 a 20/11/2015;;;;55003
201505034;ACAMIN NAVEGAÇÃO E SERVIÇOS MARÍTIMOS LTDA.;TEMPO;APOIO MARÍTIMO;DISPONÍVEL PARA SOLICITAÇÃO;NÃO INFORMADO;CIRCULARIZAÇÃO;NÃO;12/10/2015 a 20/11/2015;;;;55004
201505035;ACAMIN NAVEGAÇÃO E SERVIÇOS MARÍTIMOS LTDA.;TEMPO;APOIO MARÍTIMO;DISPONÍVEL PARA SOLICITAÇÃO;NÃO INFORMADO;CIRCULARIZAÇÃO;NÃO;12/10/2015 a 20/11/2015;;;;55005
201505036;LOG-IN LOGÍSTICA INTERMODAL S/A;ESPAÇO;CABOTAGEM;REGISTRO ENCERRADO;FELIPE PUGIAN JARDIM;REGISTRO;NÃO;6/8/2015;13/8/2015;6/8/2015;12/8/2015;55006
201505037;CIA DE NAVEGAÇÃO NORSUL;TEMPO;LONGO CURSO;REGISTRO ENCERRADO;FELIPE PUGIAN JARDIM;REGISTRO;NÃO;12/8/2015;14/8/2015;12/8/2015;6/9/2015;55007
201505038;POSIDONIA SERVIÇOS MARÍTIMOS LTDA;TEMPO;CABOTAGEM;AFRETAMENTO FECHADO E LIBERADO;SILVANA HELENA NAVARRO;FECHAMENTO;NÃO;20/8/2015 a 24/8/2015;20/8/2015;23/8/2015;24/8/2015;55008
